INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
11103,6,26.2,.29,-.92,2.6,.059,70,79,.9976,2.69,.74,8.9,1,11,3
11104,3,-10.1,.27,1, ,.036,-129,164,.9939,3.03,.33,11,0,8,1
11105,0,16.9,.51,.19,66,-.332,8,21,.9984,3.23,2.19,10.5,1,11, 
11107,2,5.9,1.39,1.31,61.2,.033,45,142,.98984,3.26,.5,16.1,-2,6, 
11108,0,-1.4,.68,.24,38.8,.125,5,28,1.06994,2.42,2.41,7.7,0,11, 
11109,3,8.1,.36,.59,13.6,.15,60, ,.95586,3.04,.39,8.7,0,9,1
11111,0,27.4,.28,-.49,3,.266,128,22,.99828,3.87,1.13,10.6,2,9,1
11112,0,6.2,.38,.2,39.8,.626,28,54,.9956,4.02,.64,10.4,-1,8, 
11113,5,7.4,1.56,.27, ,-.444,18,122,.9916,2.65,1.78,7.5,1,7,2
11115,6,6.7,.2,.41,15.8,.044, ,166,.99252,3.14,.58,9.8,2,7,2
11116,0,-3.7,.24,.95,1.7,.06,47,-120,.99,2.73,.4,2,0,7, 
11117,4,7.2,.16,-.04,18,.138,41,224,.97866,3,.55,4.8,1,8,3
11119,0,-4,.63,-2.4,7.8,.033,49,-246,1.01494,3.21,.4,10.7,0,8,1
11120,3,25,.16,-.7,1.4,-.182,41,44,1.02291,4.77,-.21,14.4,-1,7,2
11121,4,7.1,.17,-.62,-31.25,.305,159,-223,.99808,3.34,.78,13.1,0,8,2
11122,3,-1.4,-.73,.3,37,.04,26,304,.96418,3.28,.53,10.7,-1,8, 
11123,4,5.7,-.03,1.16,14.1,.053,37,465,.99886,3.2,.63,5.9,0,8,2
11124,6,5.7,.15,-.32,3.7,.254,57,-168,.9913,3.22,.72,17.7,2,6, 
11125,0,15.3,1.52,-.01,1.8,-.249,21,-79,1.03605,2.46, ,16.2,0,7, 
11126,6,6.7,.17,1.56,56.4,.039,67,538,.99099,3.26,-.67,6.2,1,7,4
11127,0,18.7,.62,.05,-18.1,.068,24, ,1.00759,4.42,1.68,15,1,8, 
11128,0,6.7,-1.01,-2.75,-34.2,-.076,263,-77,.98193,3.12,.33,10.2,-1,7, 
11132,2,2.9,-.04,1.39,29.3,-.103,38,-458,.99148,3.48,-.56,12.2,-2,9,1
11134,2,12.1,.32,-1.28,-43.4, ,-371,178,.9928,2.7,.56,12,-2,9, 
11135,4,6.6,1.53,.38,9.7,.053,-174,226,.99787,4.08,-.32,9.4,0,7,3
11136,7,7.1,-.91,-2.31,62.4,.2,31,105,.97192,2.79,.33,12.6,1,8,3
11137,2,-2.8,.51,-1.02,1.7, ,-36,177,.91065,4.2,-.94,10.5666666666667,-1,7, 
11139,4,7,1.59,-1.02,-3.9,-.337,516,-175,1.01379,2.24,.84,7.4,0,8,2
11140,4,5.2,.28,1.37,44.3,.028,18,817,.99168,3.24,-.02,10,0,6,3
11141,0,-2.6,-.4,.27,11.2,.597,-25,77,1.01974,2.18,.59,13,0,8,1
11142,0,19.4,.36,-1.02,2.4,.085,-39,17,.95476,3.17,.65, ,-2,11, 
11144,4,6.8,.24,.38, ,.022,50,538,1.03563,2.21,.81,9.5,0,7,2
11145,0,-.3,.26,.58,5,.361,52,107,.94215,3.24,1.33,15,0,8,2
11147,0,8,.85,.37,.9,.023,263,109,.95664,2.89,-.55, ,-1,9, 
11148,3,1.3,.79,.34, ,.833,527, ,1.04294,4.12,2.47,10.2,0,8,2
11149,2,7.3,.32,.29,-21.7,-.516,212,-283,.94571,2.25,.55,4.3,-1,8, 
11150,5,6.5,.17,-.73,65.3,.483,70,-204,.9917,2.48,.13,12.8,0,7,4
11151,2,5.9,1.27,.45,3.9,.202,233,122,.99636,3.1,-.53,12.8,-1,7,1
11152,0,5.9,.4,.32,6,.005,-56,-155,1.02887,4.49,.58,12.5,-1,7, 
11154,0,6.5,.31,-.31,2.6,.035,32,76,.98075,3.28,1.32,4.8333333333333,0,7, 
11155,5,6.5,-.28,.27,1.6,.056,-101,391,.98851,3.38,.57,11,0,7,3
11156,5,5.7,.21,-.78,-90.1,.03,33,83,.94728,3.33,.52,5.6,1,6,4
11157,5,11.9,3.07,.43,11.2,-.293,10,114,.99014,4.23,1.98,17.6,1,7,3
11158,5,5.7,.25,-.44,12.5,1.042,52.5,-190,.99691,2.67,.45,9.4,1,6,3
11159,5,7,.1,-.88,8,-.215,236,213,.99596,3.28,1.75,11.7,1,8,2
11160,2,6.3,.16,.64,3.1,.045,503,513,1.00263,3.16,.35,10.3,-1,9,1
11161,1,-3.7,.37,.34,1.3,-.093,34,176,1.0116,3.98,.51,9.5,-2,8, 
11163,3,17.5,.59,1.15,4.45,.615,6,-138,.99344,3.05,1.78,11.2,0,9,1
11164,3,16.4,.35,-.49,17.6,.061,25,-40,.96347,4.2, ,8.8,0,7,1
11165,5,23.8,.8,-.26,1.6,.037,270,115,.94388,3.21,.51,11.4,1,6,4
11166,4,5.9,-.14,.25,12,.953,48,224,.98724,3.23,.17, ,0,6,2
11167,0,4,1.03,-1.43,54.8,.036,34,-227,1.03262,3.2,-.99,13.2,0,6, 
11168,2,2.9,.28,1.7,7.1,.291,49,302,.99528,3.37,.48,9.2,-1,7,1
11169,5,-2.4,.24,-2.42,15.4,.05, ,161,.99077,3.03,.42,10.7,1,8,3
11172,5,12.8,-.92,.74,-28,-.211,9,28,1.01785,2.16,.77,12.3,0,14,3
11173,4,7.2,2.91,-.89,56.2,.056, ,120,.9982,3.01,-.18,9.2,1,8,3
11174,4,10.2,.5,.51,11.7,-.241,271,29,.95523,2.91,1.27,8.9,1,8,2
11175,0,-.8,-.09,2.58,6.1,.048,20,436,1.00839,3.19,1.84,11.6,0,7, 
11176,4,5,1.09,.56,1.5,-.44,24,-93,.9906,3.59, ,10.8,-1,6,3
11177,5,5.9,.21,.21,1.6,-.21,35,-256,1.02282,4.37,.87,9.8,1,8,4
11178,0,9.9,.19,.02,7.6,.049,-99,107,1.06446,2.88,1.13,10.7,1,7, 
11179,0,18.3,.29,1.06,2.7,-.05,25,60,.94732,3.29,-.25,5.2,-1,8, 
11180,6,6.8,1.1,1.02,-23.7,-.341,35,944,.9918,3,.59,12.9,1,7, 
11181,4,6.3,.31,.3,50.8,.042,214,168,.96535,3.22,.69,9.5,0,7,3
11182,3,17.9,.17,2.38,15.1,-.255,-12,-164,.99684, ,.47,15.2,0,7,2
11183,5,7.1,.36,.32,71.2, ,-12,109,.9967,2.92,.54,9.4,1,8,3
11184,3,2.4,1.31,.52,1.7,.062,9,30,.9968,4.21,.53,10.7,-1,8,1
11185,0,10.7,2.02,1.13, ,-.871,17,104,.94872,2.94,.52, ,0,8, 
11186,6,8.4,-.35,.58,9.6, ,49,90,.9963,3.35, ,8.6,2,7,3
11187,0,16,.25,.42,56.9,.071,7,438,.99566,3.14,.79,11.1,0,11, 
11188,5,7.2,.32,.24,34.8,.328,23,120,.94735,2.92,-.67,10.3,0,8, 
11189,5,9.5,-.09,.36,6.4,.055,42,123,.99318,2.58,.5,5.5,-1,8,3
11190,1,15.6,1.58,-.38,-53.2,-.528,-235,9,1.02555,3.5,2.15,11,-1,9, 
11191,4,16.1,.25,.69,3.7,-.525,-138,149,.9954,3.39,-.53,10,0,8,2
11192,3,-13.2,.11,.47,3.9,.052,69,142,.9958,2.06,1.18,9.3,1,7,2
11193,4,6.7,.89,.31,3.9,.034,21,74,.97777,3.24,.46,14.4,0,7,3
11194,4,8.1,.31,-1.02,8.2,.028,97,142,.98098,3.01,.34,12.7,-1,9,2
11195,0,6.9,.37,-.49,9.8,.431,-77,-131,.9971,4.33,1.36,15.1,-2,8, 
11196,8,-1.2,.23,.2,9.5,.031,27,139,1.01158,3.28,-.78,12.5,1,8, 
11197,0,6.8,-.28,.21,2.1, ,167,23,.99546,4.59,-.62,10.3,-1,8,1
11198,3,4.5,.59,1.3,48.4,.32,20,483,.97433,3.55,1.11,9.8,0,8,1
11199,6,18.9,.2,.61,-48.7,.177,476,103,.9987,3.06,-.58,9.2,2,8,4
11200,0,7.3,1.2,1.23,6.5,.236,-135,102,.99304,3.1,.54,10,0,8,1
11202,5,6.6,.19,1.84,-14.6,.045,53,154,1.00939,2.73,.16,14.9,1,7,3
11203,3,18.1,.38,-1.16,-34.15,.581,-158,189,.92021,3.2,1.03,11.1,-1,8, 
11204,5,15.9,.28,.52,-44.6,.545,-11,98,1.00744,3.28,-.74,16.1,0,7,2
11205,0,20.3,.29,.3,6.5,-.186,302,156,.99478,3.1,-.19,9.4,0,7, 
11206,5,7,-1.14,.51,28.8,-.085,40,168,.9976,2.29,1.6,9.6,0,8,3
11207,3,17.9,.21,.38,1.5,.434,37,905,.99328,3.2,.9,8.4,-1,7,2
11208,5,-2.2,.3,-2.84, ,-.225,27,183,.96198,2.57,1.68,10.1,2,7,2
11209,4,6.9,.33,.36,-46.8,.034,-10,219,1.03395,3.22,-.47,12.7,0,9,1
11210,4,6.4,-.605,.06,-15.6,.03,-69,-157,.98311,2.97,2.26,9.2,1,7,2
11211,3,6.2,1.41,.13,3.2,.031, ,89,.98956,3.38, ,12,-2,7,3
11212,5,-.9,.72,.28,-28.7,.493,70,230,1.04559,2.11,.55,9.2,1,9,3
11213,5,13.6,.17,.36,1.3,.036,11,70,.98943,3.43,.68,16.8,0,6, 
11214,4,6.5,.24,-.96,1.2,-.319,30, ,.98414,3.53,.46,9.4,0,7,2
11215,1,11.3,.33,.2,-18.85,-.009,89,-184,.9976,2.25,.46,8.9,-2,6,1
11217,5,6.5,-.73,.69,29,-.124,-531,-195,1.0096,4.55, ,13.8,1,7,4
11218,4,7.6,.285,.32,14.6,.378,32,-211,1.0089,3.16,.64,10.2,1,8,2
11220,5,-5.7,.255,.57,-34.1,.248,239,780,1.00711,3.49,.61,10.4,0,6,1
11221,4,15.7,.26,1.51,52,.04, ,-233,.98961,2.91,1.81,7.6,-1,7,2
11223,0,7.6,.91,-.09,2.1,.075,207,576,1.00435,3.84,.64,6.7,-1,8, 
11224,0,-2.8,.72,1.29,8.5,-.019,59,202,.96795,2.13,.49, ,0,7, 
11225,5,-3.7,.23,.32,13.6,.375,-231,72,.95622,3.22,.39,12.7,1,7,2
11226,4,16.9,1.48,.28,2.5, ,20,130,.98273,1.88,.48,13.8,1,8,2
11227,4,7.4,.69,-.2,2.6,.05, ,132,.97335,2.26,.53,11.2,0,8,2
11228,7,7.6,.23,.4,14.2,.056,-160,212.5,.98579,3.14,.46,8.9,1,8,3
11229,7,6.3,1.59,-.53,46.55,.876,-163,480,1.00569,4.14,.33,11.5,2,7,4
11230,0,7.7,.935,1.07,41.9,-.221,22,114,1.01821,2.46,.73,8.7,-1,9,1
11231,4,10.7,1.57,-1.38,5.3,.04,204,125,.9914,3.24,.4,8,0,8, 
11232,4,5.9,.64,.38,1.3,.046,24,-114,1.03907,1.95,.47,16.8,0,7,1
11233,4,15.3,1.23,1.7,12.2,.042,-34,253,.99522,1.29,2.01,2,0,7,1
11235,5,6.6,.23,-2.05,72.8,.581,93,-297,1.01605,3.3,.54,5.9,1,7, 
11236,4,12.1,.27,-.95,6.1,.095, , ,.95946,4,1.74,8.9,0,8,2
11237,4,2,.67,-3,36.4,.044,217,424,.99209,3.53,-.08,7.1,0,6,3
11239,3,6.1,.25,.48, ,-.226,25,75,1.02922,3.07,.33,9.2,-1,7,1
11240,3,6.5,.26,.43,8.9,.083,274,171,.9965,2.85,-1.01,4.2,0,7,1
11241,5,6.9,.12,.36,2.2,.037,-68,189,.97764,3.41,.82,11.9,-1,7,3
11242,0,9.4,1.24,.26,12,1.177,-178,-3,.96451,3.32,2.12,9.9,1,7, 
11243,0,13.9,.33,-.7,4.7,.031,-189,92,.9922, ,.33, ,-2,9,2
11245,3,8.9,.3,.36,-52.7,.04,-145,164,.98364,3.23,-.63,15,-1,8,1
11247,3,6,.28,1.28,6.7,.042,68,-240,.9929,1.8, ,9,0,7,2
11249,4,11.3,-1.04,.78,-7.7,.57,-202,251,1.01581,2.38,.55,9.9,0,8,2
11251,5,-4.8,.2,-.89,12.6,.26,222,737,.99374,3.8,.05,10.8,1,7,3
11252,4,12.7,.25,.33,1.7,-.058,24,116,.95645,3.18,1.67,15.3,0,7,2
11253,4,-2.2,.52,.26, ,.312,27,130,.99,2.96,-.57,13,-1,8,2
11254,3,6.9,.28,.48,34.5,-.129,16,109,.95954,3.05,1.12,7.6,0,8,3
11255,6,11.6,.16,.3,13.7,-.034,33,168,1.02948,5.04,.4,8.7,1,8,2
11257,5,14.1,.16,.41,-57.3,.048,60,46,.95814,4.33,.66,11.2,0,8,2
11258,2,14.3,-1.1,.29,-37.2,1.151,16,-236,.99243,2.41,.45,10.6,-2,8,2
11260,0,18.1,.21,.13,115.4,.075,50,289,.98986,3.07,.84,9.2,0,16, 
11261,0,20.8,.59,.25,-26.1, ,298,447,.99615,3.25,.58,10.5,0,8,1
11262,5,-.3,.745,-.76,-41.6,.044,22,-43,.99014,2.53,.6,11.7,0,7, 
11265,3,6.8,.65,.49,-37.9,-.261,16,470,1.00868,3.19,.56,13.7,-1,7,1
11266,4,7,-1.15,.09,132.9,-.499,29,252,.98646,3.45,.39,9.1,-1,7,3
11267,5,14.5,.28,.32,7.75,.032,30,-167,.99361,1.92,.64,12.8,0,8,4
11268,4,6.3,.42,.46, ,.023,58,-225,.99495,2.65,-.87,9.7,0,7,3
11269,5,9.5,1.4,-.6, ,.041,29,807,.99652,2.14,.42, ,1,8, 
11271,4,2.3,.25,-.93,9.9,-.173,-228,76,.99088,3.89,.27,7.5,-1,7,2
11272,3,-4.7,-1.11,.44,7,.05,-51,155,.9955,2.18,.42,9.5,0,8, 
11273,3,9.5,2.39,.42,2.2,.351,29,-531,.97367,2.68,2.02, ,-1,7,2
11275,0,6.4,.29,.21,9.65,.546,36,119,1.01049,3.4,2.01,13.2333333333333,1,7, 
11276,2,-6.8,.16,.3,116.6,-.501,43,46,1.02336,3.63,.44,17,-1,6,1
11277,5,6.8,.7,.31,2.8,.097, ,122,.98768,3.06,2.3,13.9,0,7,3
11278,4,7.3,.56,.36, ,.63,31,-709,1.04219,3.57,-1.14,-1.9,0,8,3
11279,2,-5.7,1.97,.44,-62.1,-.204, ,74,.99082,3.48, ,11.2,0,6, 
11280,4,6.7,.44,.26,64.2,.03,-166,94,1.00033,3.15,1.47, ,0,7,1
11282,5,6.1,.22,2.16,-43.7,-.194,311,-146,1.01785,3.22,.49,9.9,1,7,2
11283,3,14.1,-.19,.48,-29.9,.054,56,252,1.02192,2.98,2.15,14.5,-1,7,2
11284,2,6.1,.52,.21,-48.6,.773, ,103,1.01348,3.2, ,13.1,-1,7, 
11286,0,8,.38,1.95,1.9,.647,-172,15,.96834,2.87,1.9,11.4,0,9, 
11287,2,7.5,.28,.49,5.2,-.55,298,-6,.998,1.95,.07,10.1,0,10, 
11288,0,6.3,-.32,-.75,-24.3,.131,14,132,.94422,3.3,.49,9.5,1,7, 
11289,3,6.9,1.16,1.33,30.8,.052,81,563,.97815,3.48,.69,11.6,0,8,1
11290,4,4,.23,.36,16.3, ,-9,133,.95414,2.61,1.12,8.6,1,7,3
11291,2,-2.8,-.52,.48,56.9,.157,5,-279,.9976,4.4,-.0999999999999999,10.2,-1,9,1
11292,0,2.6,.24,.49,-45,.45,6,120,.9977,3.07,2.51,11,1,11,2
11293,3,3.8,1.25,.18,-23,.053,260,68,1.0031,3.21,2.03,13.1,0,6, 
11294,3,1.2,.57,.24,71.7,.954,-8,-109,.99896,3.1,-.84,4.2,-1,7,2
11295,4,6.4,.28,.54,36.7,.049,-378,534.5,1.04916,3.7,1.06,5.8,0,8,2
11296,4,7.2,-.21,1.83, ,-.052,33,409,.95617,2.94,.43,-1,-1,8,1
11297,5,13.2,-.16,-.37, ,-.312,205,-255,.95901,5.31,3.63,3.8,1,7,3
11298,5,-4.9,.3,1.55,76.3,.045,38,127,1.03266,3.04,2.04,5.2,1,8,2
11299,6,7,.99,-1.31,35,.038,29, ,.99792,2.96, ,9,1,7,4
11301,0,6.6,.41,.03,2.3,.059,288,48,1.00315,3.52,2.65,7.6,1,7, 
11302,0,6.8,.95,.3,12.8,.067,19,171,.97378,1.76,-.77,9,-1,7, 
11303,5,23.1,.29,.74,1.6,-.259,-81,574,.9936,3.34,-.72,10.5,1,8,4
11304,0,5.7,.33,-1.01,1.4,.043,-254,93,.95657,2.22,.5, ,-1,6,1
11306,5,13.6,.37,-.63,-93.7,.05,31,96,.99942,4.52,2.36,-1.9,1,7,2
11307,4,8.1,.28,-1.52,8.6,.035,-117,375,.99232,3.14,.42,15.6,0,9,3
11308,3,13.1,.32,.48,13.3,.652, ,-188,.9982,3.04,.7,4,0,8,1
11309,5,7.6,.39,.52,3.6,.035,264,77,.99144,2.44,1.26,12.5,0,8,3
11310,3,17.4,.75,.65,-35.9,-.288,215,140,.99708,4.04,.4,8.4,0,7,2
11311,0,1.4,.24,-1.1,13.1,.05,202,-276,.99884,3.19,.95,9.1,-1,8,1
11312,0,7.5,.24,.62,-35.7,.464,38,153,.95421,3.16,.16,11,0,8, 
11313,3,6.6,.26,.56,48.5,.411,105,141,1.03164,2.73,.49,9.3,0,7, 
11314,5,6.4,.25,1.54,67.9,.034,40,387,1.02403,3.31,.58,2,0,7,1
11315,7,8,.15,1.57,-47.6, ,59,484,.99192,4.08,.71,12.1,1,7,4
11316,6,17.9,-.13,.28,4.4,.052,88,-324,1.0013,3.24,1.35,14.1,0,7,3
11318,4,7.1,1.3,.29,15.5,.064,-156,115.5,.92848,3.7,-.64,13.2,-1,8,3
11320,0,8.3,-1.415,-.72,-27,.08,-64,119,1.0094,3.16,1.12,9.1,-1,9, 
11321,4,14,.15,1.09,2.1, ,409,404,1.04036,3.15,-1.36,8.1,0,7,4
11322,2,6.7,1.27,.22,-30,.052,-184,143,.99576,2.74,-.37,7.5,-1,7, 
11323,0,6.7,.29,.96,14.3,.054,30,181,1.00944,2.51,3.03,9.1,-1,7, 
11324,4,10.8,.2,-.72,2.9,.576,53,125,.952355,2.99,1.42,4.6,0,6,3
11325,5,6.2,-.05,-.17,-9.4,.408,78,240,.99992,2.61,-2.72,9.5,1,7,1
11326,4,6.2,.78,-.82,60.05,-.261,-121,436,.9682,3.22,.4,11.2,0,7,2
11327,5,17,-.66,.35,-23.5,-.401,7,140,.99364,3.45,.5,6.2,0,7,2
11328,3,6.7,-.35,1.57,39.65,-.154,152.5,218,.99388,4.26, ,9.5,0,7,1
11329,7,8,.45,.36,-48.6,.026,50,366,1.03625,3.07,.25,10.2,1,9,4
11331,5,5.2,2.53,-1.72,2,.386,199,412,.98949,2.44,1.07,11,0,6,2
11332,3,8.7,1.74,-.58,14.8,.351,52,138,.99461,2.96,.49,9.8,-1,8,1
11333,3,6.5,.3,1.78, ,.041, ,109,1.00722,2.98,-.6,8.5,-1,7,1
11337,2,8.1,.27,.38,-43.45,.033,11,112,.99346,2.03,.04,12,-1,9,1
11338,4,7.3,.26,.25,-26.8,.047,133.5,680,1.01673,2.08,.06,9.1,0,8,1
11339,4,-3.9,.25,.3,7.8,-.001, , ,1.00349,4.27,-1.26,8.6,1,8,2
11340,4,10.5,1.47,.25,1.2,-.492,-96,-138,.9921,3.24,-.22,10.1,1,7,1
11341,5,6.8,-2.07,.44,-32.4,.066,-261,171,.99808,3,.52,9,0,7,1
11342,4,8.3,-1.21,.4,22.5,.527,-15,450,.9915,3.13,1.01,8.2,1,8,2
11343,3,4.1,1.7,.29,1.3,.036,-186,68,1.01865,2.14,.35,12.4,-1,6, 
11344,3,6.4,-.865,.08,1,-.039,-114, ,.96364,3.42,-.3,16.3,0,7,2
11345,3,-2.9,.2,.24,1.7,.052,-51,315,1.04207,4.73,-1.63,10.8,-1,7,2
11346,0,2,.33,.28,39.1,.543,41, ,1.03919,3.28,1.73,12.2,2,7, 
11347,4,6.8,.59,-.93,21.6,-.05,134,130,.96595,3.05,.62,16.1,0,7, 
11348,4,6,-.52,.26,14.9,.049,22,93,.94575,2.74, ,16.8,0,6,1
11349,0,-3,.16,.3,4.8,.14,37,171,.9967,4.18,.99,9,-1,8, 
11350,3,0,.17,.45,39.1,.054,331,137,.997, ,2.2, ,0,8,1
11351,4,5.3,.33,1.18,2.9,.048,25,329,.99045, ,-.41,11.3,0,6,2
11352,0,19.2,1.61,-.73,2.2,.333,262,-27,.96023,1.92,1.68,9.4,0,12, 
11353,0,18.3,-.78,.38,17.5,.062, ,224,.90427,2.88,.92,7.4,1,10, 
11354,4,11,.57,1.67,-22.4,-.185,72,-123,.9915,2.56,-.18,11.3,1,7,1
11355,0,11,.33,.49,-43.1,.271,-199,24,.9953,3.19,.47,9.3,0,7, 
11357,0,4.9,.61,1.72,-45.5,.075,6,-254,.89604,2.9,1.06,11,2,11, 
11359,3,3.2,-.97,.32,21.6,.24,61,-84,.95273,2.54,-.67,9.4,0,7,3
11361,5,7.2,-.69,2.42,29,.106,100,328,.9979,3.27,.3, ,0,8,1
11362,4,30.7,.22,.38,-49,.479,28,-42,.9967,3.12,1.87,10.9,0,8,3
11363,2,3.2,.39,-1.08,-49.6,.04,-165,351,.9932,1.87,.55,16.7,-1,8,2
11365,4,20.4,.22,1.02,-54.4, ,38,110,.99165,1.76,.45,.0999999999999996,0,7,1
11366,4,6.8,1.67,.24,-10.5,.123,35,116,.96384,3.07,.48,9.4,1,7,3
11367,2,-3.2,-.31,.3,-3.8,.186,20,57,.94304,3.62,.51, ,-2,9, 
11368,4,6.3,.27,.51,1,.038,52,408,1.03707,2.43,2.69,9.4,0,7,2
11369,2,8.5,.83,.34,15.1,-.12,149,162,.99705,4.25,.52,16.6,1,7,1
11370,3,13,-1.06,1.4,1.5,-.399,258,166,.97343,3.2, ,10.2,-1,7,1
11371,5,6.2,1.44,-.9,13.1,-.352,55,204,.95735,3.16,1.28,9.2,1,7,1
11372,3,6.9,.14,-.22,11,.041,22,-641,.99043,2.35,.54,6.7,-1,7,1
11374,3,6.6,1.26,.18,6.4,-.211,251,484,1.02548,3.42,1.36,11.4,0,7, 
11375,4,7.1,.18,.74,15.6,.044,44,176,.9996,3.38, ,.199999999999999,0,8,2
11376,0,19.4,-.00999999999999995,-.24,1.6,.079,252,583,.99907,3.34,.58,6.4,0,8, 
11377,4,13.5,.2,.51,-19.4,.633,113,43,1.06525,3.05,.3,6,0,9,1
11378,0,8.6,.81,-.14,-13.9,.1,7,27,1.0157,3.2,-1.13, ,-1,9, 
11380,4,7.1,.23,.4,9.6,.05,-120,933,1.03476,1.97,-1.11,17,0,9,3
11381,3,6.3,.67,.4,-4.7,.352,336,222,1.04427,3.17,.52,3.6,-1,7,2
11384,3,2,.675,.36,2.1,.348,-64,43,.9976,3.31,.87,6.8,1,9,1
11386,5,1.8,-1.04,-.51,66.7,.041,31,154,1.01688,3.23,.37,13,1,8,4
11388,0,.0999999999999996,1.22,.13,-18.4,-.424,200,40,.99574,3.42, ,11,-1,7,1
11389,1,15.4,-.59,.21,16.2,.074,41,600,1.01665,2.51,1.78,5,0,9,1
11390,4,13.5,1.4,.29,-13.5,.354,5,382,.95446,3.36,.49,9.1,1,10, 
11392,6,-1,.25,.47,8.4,.317,324,156,.99604,3.97,-.8,11.7,2,8,3
11393,4,3.2,2.05,-1.05,8,.019,209,360,.99036,5.16, ,10.3,-1,8,3
11394,5,8.5,1,.49,53.5,-.096,315,487,1.00312,3.14,1.62,4.8,1,9,2
11395,2,14.4,.23,.38, ,.646,256,-77,.99176,3.73,.73,9.8,-1,7,1
11396,4,6.6,-.72,1.18,8.1,-.062,68,170,.99494,3.83,.5,16.3333333333333,0,7,1
11398,4,6.2,-.44,1.22,-2.6,.032,31,7,.9889,1.7,.42,12.2,0,7, 
11399,6,7.6,.11,.44,63.4,.043,52,154,1.06793, ,.33,12,2,9,3
11400,0,11.1,-.42,.54,9.8,-.047,-31,140,.93326,3.11,2.18,3.9,0,8, 
11401,0,6.8,.11,.27,-38,.044,151,36,.99454,3.2,.37,9.9,-1,7, 
11402,2,3.8,.68,.13,30.2,-.033,17,138,.995,3.22,.71,10.8,0,9,3
11403,4,5.2,-1.17,.53,2,.069,148,134,.99382,2.31,1.91,6.2,1,8,1
11406,4,6.7,.25,-.61,19.4,-.075,44,205,.95298,4.17, ,18.2,0,8,2
11407,6,10.2,1.28,.25,5.8,.332, ,-224,1.01009,2.86,.38,15.9,2,7,2
11408,5,6.1,-.41,.84,9.8,.042,61,125,.95757, ,.42,10.2,1,7,3
11410,2,7.1,.31,.17,1,.227,21,158,.99847,3.27,-.77,14.1,-1,8,1
11411,0,9,.6,.29,2,.411,32,-112,1.0292,3.34,.17,10,-1,10,2
11412,7,8,.06,.22,9,.254,307,-113,1.03032,4.26,.38,12.3,1,9,4
11413,4,6.4,.29,-1.54,-14.9,.197,-203,183,.9942,3.01, ,9.1,1,7,3
11414,2,-14.4,.555,.55,-14.4,-.069,17,408,.9943,2.09,-1.25,5.9,-1,7,2
11415,3,6,.14,-.34,11.1, ,137,177,1.01431,4.88,.15,9.4,-1,6,1
11416,3,-2.9,.19,-1.31,5.1,.034,71,470,.96765,2.67,-.56,10.8,0,7,1
11417,3,6.1,-.61,-1.12,-23.4,.046,76,286,1.02647,3.48,-.49,4,0,7,2
11418,3,6.4,.29,.53,15, ,21,239,.92122,3.14,.5,7.4,0,7,2
11420,5,6,.19,.71,-44.1,.152,9, ,.94649,3.98,.71,9.8,1,7,2
11421,4,-3.8,1.18,.72,-44.2,.034,-51,150,.99856,4.33,-.4,11.5,0,8,2
11422,3,7.8,-.78,.27,1.2,.04, ,106,.96105,3.88,-.38,10.4,0,8,2
11423,5,6.8,-.09,1.74,-29.6,.052,-201,215,.9961,.9,.04,8.9,2,7,2
11424,2,3.1,1.22,.74,13.5,-.587,46,165,1.04241,3.09,.4,8.7,-1,8,2
11425,4,6.8,.28,.43,7.5,-.146,34,-33,.99692,3.82,.43,7,1,7,4
11426,4,7,.28,.28,-62.5,-1.08,294,-41,.99173,2.86,2.17,10.7,1,8,2
11427,4,9.1,-.58,.03,2.7,.444,-186,311,.97724,2.02,.7,14,-2,6,2
11428,3,15.4,1.18,.25,14.3,.637,54,273,.96082, ,-.92,15.9,0,7,1
11429,4,18.3,.22,.32,29.5,.045,29,100,.99135,3.81,.5,11.3,-1,8,2
11431,2,11,.32,3.77,-6.5,.039,-212,13,.9978,3.06,.49,8.3,-1,9,1
11432,3,2.3,-2.01,.46,39.35,.115,0,366,.9988,2.26,.54,5.9,0,8,3
11433,0,-2.1,.6,.25,2.6,.592,9,396,1.03564,2.86,1.39,9.8,0,9, 
11435,0,14.9,1.02,.36,7.4,-.473,25,95,.97629,3.16,.51,6.7,1,6, 
11437,0,9.9,-.49,-.72,-29.4,.049,57,26,.9958,2.84,-1.31,10.3,0,7,1
11438,3,7.2,.73,.18,-2.5,.069,13,-362,1.02209,4.53,.48,11.5,-1,8,2
11439,7,2.9,-.41,.75,1.4,.077,35,311,.97525,3.36,-.23,11.5,2,7,3
11441,2,7,-.16,.24,12.1,.056,68,265,.99718,3.05,.01,16.3,-1,8, 
11442,4,8.9,-.54,.49,1.6, , ,349,.9932,3.4,.47,10.7,0,8,1
11444,4,2.8,.41,.3,53.9,-.518,28,131,.99754,3.12,-.46,9.9,1,8,1
11445,0,7.4,.19,.38,62.4,.062,-131,260,.9968,2.82,.77,12.2,-1,8,1
11446,4,9.1,.28,.46,9,.114,-75,247,1.03938,2.58,-1.1,10.9,0,10,2
11447,4,9.2,.76,.49,58,.041,-62,538,.9945,3.97,.49,9.8,-1,10,3
11448,3,6.8,.46,-.4,63.4,.584,-17,552,.96304,3.14,-1.38,11.3,0,8,2
